object			
volume	37019	Capuron	1806
entry	HyDRGPHIdes	0	
orth	HyDRGPHIdes		
entry	HYDROPHILE	0	
orth	HYDROPHILE		
entry	HyDROpHObIE	0	
orth	HyDROpHObIE		
entry	HyDROPHTHALMIEjs	0	
orth	HyDROPHTHALMIEjs		
entry	HYDROPIIYSOCÈLE	0	
orth	HYDROPIIYSOCÈLE		
clique			
entry	HYDROPISIE	0	
orth	HYDROPISIE		
entry	HYDROPNEUMATIQUE	0	
orth	HYDROPNEUMATIQUE		
entry	HYDROPNEUMATOCÈLE	0	
orth	HYDROPNEUMATOCÈLE		
entry	HYDROPNEUMOSARQUE	0	
orth	HYDROPNEUMOSARQUE		
entry	HYDROPOÏDE	0	
orth	HYDROPOÏDE		
entry	HYDROPOTE	0	
orth	HYDROPOTE		
entry	HYDROPYRIQUE	0	
orth	HYDROPYRIQUE		
entry	HYDRORACHITIS	0	
orth	HYDRORACHITIS		
entry	HYDRORRHODIN	0	
orth	HYDRORRHODIN		
entry	HYDROSACCHARUM	0	
orth	HYDROSACCHARUM		
entry	HYDROSARCOCÈLE	0	
orth	HYDROSARCOCÈLE		
entry	HYDROSARQUE	0	
orth	HYDROSARQUE		
entry	HYDROSTATIQUE	0	
orth	HYDROSTATIQUE		
entry	HYDROTHORAN	1	
orth	HYDROTHORAN		
pb	171		
entry	HyDroTIQUe	0	
orth	HyDroTIQUe		
entry	HYDRURE	0	
orth	HYDRURE		
entry	HygIÈNE	0	
orth	HygIÈNE		
entry	HYGROBLÉPHARIQUE	0	
orth	HYGROBLÉPHARIQUE		
entry	HYGROCIRSOCÉLE	0	
orth	HYGROCIRSOCÉLE		
entry	HYGROLOGIE	0	
orth	HYGROLOGIE		
entry	HYGROMÈTRE	0	
orth	HYGROMÈTRE		
entry	HYGROPIIORIE	0	
orth	HYGROPIIORIE		
entry	HY&ROPHTHALMIQUE	0	
orth	HY&ROPHTHALMIQUE		
clique			
entry	HYGROSCOPE	0	
orth	HYGROSCOPE		
entry	HTLARCHIQUE	0	
orth	HTLARCHIQUE		
entry	Ηυμεν	0	
orth	Ηυμεν		
entry	Ηυμενοώε	0	
orth	Ηυμενοώε		
entry	HYMÉNOGRAPHIE	1	
orth	HYMÉNOGRAPHIE		
pb	172		
entry	HYMÉNOLOGIE	0	
orth	HYMÉNOLOGIE		
entry	ÎIYAIÉNOPTÉRES	0	
orth	ÎIYAIÉNOPTÉRES		
entry	HyménotomIE	0	
orth	HyménotomIE		
entry	HYO-ÉPIGLOTTIQUE	0	
orth	HYO-ÉPIGLOTTIQUE		
entry	HYOGLOSSE	0	
orth	HYOGLOSSE		
entry	Hyoîdb	0	
orth	Hyoîdb		
entry	HYOPHARYNGIEN	0	
orth	HYOPHARYNGIEN		
clique			
entry	HyosCUAME ou JUSQUIAME	0	
orth	HyosCUAME ou JUSQUIAME		
entry	HyoTHYRO’ÏDIEN	0	
orth	HyoTHYRO’ÏDIEN		
clique	pom		
entry	HïPERBOLE	0	
orth	HïPERBOLE		
entry	HyPERBOLOÏDE	0	
orth	HyPERBOLOÏDE		
entry	HyPERCATHARSE	0	
orth	HyPERCATHARSE		
entry	HyPERCRISE 011 HtPERCRISIE	1	
orth	HyPERCRISE 011 HtPERCRISIE		
pb	173		
entry	FYPÉRÉSIE	0	
orth	FYPÉRÉSIE		
entry	HyPÉROsTûse	0	
orth	HyPÉROsTûse		
entry	HYPERSARCOSE	0	
orth	HYPERSARCOSE		
entry	Ηυρεετονιε	0	
orth	Ηυρεετονιε		
entry	Ηυρνοβατε	0	
orth	Ηυρνοβατε		
entry	Ηυρνοτ	0	
orth	Ηυρνοτ		
entry	HYPNOTIQUE	0	
orth	HYPNOTIQUE		
entry	HtpoCATHARSE	0	
orth	HtpoCATHARSE		
entry	ÏÏYPOCAUSTE	0	
orth	ÏÏYPOCAUSTE		
entry	PYPOCHYMA	0	
orth	PYPOCHYMA		
entry	HYPOCISTE	0	
orth	HYPOCISTE		
entry	HtPOc	0	
orth	HtPOc		
entry	HYPOCONDRIE	0	
orth	HYPOCONDRIE		
entry	HYPOCRANE	0	
orth	HYPOCRANE		
entry	HyPDCR ATÉRTFORME	0	
orth	HyPDCR ATÉRTFORME		
entry	HtpogastRE	0	
orth	HtpogastRE		
entry	HypogASTboCÉLe	0	
orth	HypogASTboCÉLe		
entry	HyPOgLOsses	0	
orth	HyPOgLOsses		
entry	ΗυρΟΟΥΝΕ	1	
orth	ΗυρΟΟΥΝΕ		
pb	174		
entry	HYPOMOCHLION	0	
orth	HYPOMOCHLION		
entry	HyPOphasIf	0	
orth	HyPOphasIf		
entry	HyPGPhoRE	0	
orth	HyPGPhoRE		
entry	HyPOPHTHALMIE	0	
orth	HyPOPHTHALMIE		
entry	Ηυρορυον	0	
orth	Ηυρορυον		
entry	HyPgsPADIAS	0	
orth	HyPgsPADIAS		
entry	HYPOSPATHISME	0	
orth	HYPOSPATHISME		
entry	HyposTAse	0	
orth	HyposTAse		
entry	HYPOTHÉNUSE	0	
orth	HYPOTHÉNUSE		
entry	HyPSILOgLOsse	0	
orth	HyPSILOgLOsse		
entry	HtPSILOÏdb	0	
orth	HtPSILOÏdb		
entry	HtssoPE ouHtsofê	0	
orth	HtssoPE ouHtsofê		
entry	IlYSTÉRALGIE	0	
orth	IlYSTÉRALGIE		
entry	HysTÉRIE	1	
orth	HysTÉRIE		
pb	175		
entry	HYSTÉRIQUE	0	
orth	HYSTÉRIQUE		
entry	HysTÉRITE	0	
orth	HysTÉRITE		
entry	HysTÉRQCÈLE	0	
orth	HysTÉRQCÈLE		
entry	HYSTÉROTOMIE	0	
orth	HYSTÉROTOMIE		
entry	HYSTÉROTOMOTOCIE	0	
orth	HYSTÉROTOMOTOCIE		
entry	HtvERNAL	0	
orth	HtvERNAL		
entry	I	0	
orth	I		
entry	JATRALEPTE	0	
orth	JATRALEPTE		
entry	ÎATRALEPTIQUE	0	
orth	ÎATRALEPTIQUE		
entry	ÏATROCHIMIE	0	
orth	ÏATROCHIMIE		
entry	IATROPHYSIQUE	0	
orth	IATROPHYSIQUE		
entry	ÏCHNEUMON	0	
orth	ÏCHNEUMON		
entry	ICHOROÏDE	0	
orth	ICHOROÏDE		
entry	ICHTYOCOLLE	0	
orth	ICHTYOCOLLE		
entry	ICHTYOLITHE	1	
orth	ICHTYOLITHE		
pb	176		
entry	ICHTYOLOGIE	0	
orth	ICHTYOLOGIE		
entry	ÏCHTYOPÈTRE	0	
orth	ÏCHTYOPÈTRE		
entry	ÎCHTYOPIIAGE	0	
orth	ÎCHTYOPIIAGE		
entry	ICHTYTF	0	
orth	ICHTYTF		
entry	LCONOGRAFHIE	0	
orth	LCONOGRAFHIE		
entry	ICONOLOGIE	0	
orth	ICONOLOGIE		
entry	IcosAÉDRE	0	
orth	IcosAÉDRE		
entry	ICOSANDRIE	0	
orth	ICOSANDRIE		
entry	ICTÉRE OU ÏCTÉRICIE	0	
orth	ICTÉRE OU ÏCTÉRICIE		
entry	ÏDÉe	0	
orth	ÏDÉe		
entry	IDÉOLOGIE	0	
orth	IDÉOLOGIE		
entry	ÏDIOCRASE	0	
orth	ÏDIOCRASE		
entry	ÎDIO-ÉLECTRIQUE	0	
orth	ÎDIO-ÉLECTRIQUE		
entry	IDIOPATHIQUE	0	
orth	IDIOPATHIQUE		
entry	IDIOSYNCRASE OH ÏDIOSYNCRASIE	0	
orth	IDIOSYNCRASE OH ÏDIOSYNCRASIE		
entry	IDIOTISME	0	
orth	IDIOTISME		
entry	IDOCRASE	0	
orth	IDOCRASE		
entry	ÎGNITION	1	
orth	ÎGNITION		
pb	177		
clique	cés		
entry	ILÉON	0	
orth	ILÉON		
entry	ILes	0	
orth	ILes		
entry	IrEUs	0	
orth	IrEUs		
clique			
entry	ILIAQUE	0	
orth	ILIAQUE		
clique			
entry	ΙI	0	
orth	ΙI		
entry	ItLÉ	0	
orth	ItLÉ		
entry	ILLUTATION	0	
orth	ILLUTATION		
entry	ΕμαγγΕ	0	
orth	ΕμαγγΕ		
entry	ÎMAGINATION	1	
orth	ÎMAGINATION		
pb	178		
entry	LIBERBE	0	
orth	LIBERBE		
entry	ÏMBRIQUÉ	0	
orth	ÏMBRIQUÉ		
entry	ÏMMERSION	0	
orth	ÏMMERSION		
entry	IMPAIR	0	
orth	IMPAIR		
entry	IMPALPABLE	0	
orth	IMPALPABLE		
entry	IMPARFAIT	0	
orth	IMPARFAIT		
entry	ÏMPASTATION	0	
orth	ÏMPASTATION		
entry	IMPÉNÉTRABILITÉ	0	
orth	IMPÉNÉTRABILITÉ		
entry	ÏMPERFORATION	0	
orth	ÏMPERFORATION		
entry	IMPERITIE	0	
orth	IMPERITIE		
entry	IMPERMÉABILITÉ	0	
orth	IMPERMÉABILITÉ		
entry	IMPLANTER	0	
orth	IMPLANTER		
entry	ÏMPRÉGNATION	0	
orth	ÏMPRÉGNATION		
entry	IMPUISSANCE	0	
orth	IMPUISSANCE		
entry	IMPULSION	0	
orth	IMPULSION		
entry	INALBUMINÉ	0	
orth	INALBUMINÉ		
entry	ÏNANGULÉ	0	
orth	ÏNANGULÉ		
entry	ΙVανιμε	0	
orth	ΙVανιμε		
entry	ΙVανιτιον	0	
orth	ΙVανιτιον		
entry	ÏNAPPÉteNCe	1	
orth	ÏNAPPÉteNCe		
pb	179		
entry	ΙVοανε	0	
orth	ΙVοανε		
entry	INCARNATIF	0	
orth	INCARNATIF		
entry	INCÉRATION	0	
orth	INCÉRATION		
entry	INGIDENCE	0	
orth	INGIDENCE		
entry	INCINÉRATION	0	
orth	INCINÉRATION		
entry	INCISÉ	0	
orth	INCISÉ		
entry	INCISIF	0	
orth	INCISIF		
entry	INCITABILITÉ	0	
orth	INCITABILITÉ		
entry	INGLÉMENCE	0	
orth	INGLÉMENCE		
entry	LNCLINATION	0	
orth	LNCLINATION		
entry	INCOMBUSTIBLE	0	
orth	INCOMBUSTIBLE		
entry	INCOMMENSURABLE	0	
orth	INCOMMENSURABLE		
entry	INGONTINENCE	1	
orth	INGONTINENCE		
pb	180		
entry	INCORPORATION	0	
orth	INCORPORATION		
entry	ÏNCRASSANT	0	
orth	ÏNCRASSANT		
entry	INCRUSTATION	0	
orth	INCRUSTATION		
entry	ÏNCUBATION	0	
orth	ÏNCUBATION		
entry	ÏNCUBE	0	
orth	ÏNCUBE		
entry	INCURABLE	0	
orth	INCURABLE		
entry	INCURVATION	0	
orth	INCURVATION		
entry	INDÉHISCENT	0	
orth	INDÉHISCENT		
entry	INDÉLÉBILE	0	
orth	INDÉLÉBILE		
entry	INDENTÉ	0	
orth	INDENTÉ		
entry	INDEN	0	
orth	INDEN		
entry	ÏNDICATION	1	
orth	ÏNDICATION		
pb	181		
entry	INDIGÈNE	0	
orth	INDIGÈNE		
entry	INDIGESTE	0	
orth	INDIGESTE		
entry	INDIGESTION	0	
orth	INDIGESTION		
entry	INDIgo	0	
orth	INDIgo		
entry	ÏNDIQUANT	0	
orth	ÏNDIQUANT		
entry	INDIQUÉ	0	
orth	INDIQUÉ		
entry	INDIVIDU	0	
orth	INDIVIDU		
entry	ÏNÉQUILATÈRE	0	
orth	ÏNÉQUILATÈRE		
entry	ΙVεκτε	0	
orth	ΙVεκτε		
entry	ΙVεκτιε	0	
orth	ΙVεκτιε		
entry	INFANTICIDE	0	
orth	INFANTICIDE		
entry	INFÉCOND	0	
orth	INFÉCOND		
entry	INFECTION	0	
orth	INFECTION		
entry	INFÉRE	0	
orth	INFÉRE		
entry	INEEUILLÉ	0	
orth	INEEUILLÉ		
entry	INFILTRATION	1	
orth	INFILTRATION		
pb	182		
entry	JNFINITÉSIMAL	0	
orth	JNFINITÉSIMAL		
entry	INFIRME	0	
orth	INFIRME		
entry	INFLAMMABILITÉ	0	
orth	INFLAMMABILITÉ		
entry	ÏNFLAMMATION	0	
orth	ÏNFLAMMATION		
entry	INFLATION	0	
orth	INFLATION		
entry	InfLÉCHI	0	
orth	InfLÉCHI		
entry	ÏNFLORESCENCE	0	
orth	ÏNFLORESCENCE		
entry	INFLUENCE	0	
orth	INFLUENCE		
entry	INFUNDIBULIFORME 011 INFUNDIBULÉ	0	
orth	INFUNDIBULIFORME 011 INFUNDIBULÉ		
entry	ÏNFUSION	0	
orth	ÏNFUSION		
entry	INGRÉDIENT	0	
orth	INGRÉDIENT		
entry	INGUINAL	0	
orth	INGUINAL		
entry	InHÉRENT	0	
orth	InHÉRENT		
entry	INHUMATION	1	
orth	INHUMATION		
pb	183		
entry	INJECTION	0	
orth	INJECTION		
entry	ΙVνε	0	
orth	ΙVνε		
entry	ΙΝΝOΜIΝΕ	0	
orth	ΙΝΝOΜIΝΕ		
entry	INOCULATION	0	
orth	INOCULATION		
entry	INONDÉ	0	
orth	INONDÉ		
entry	ΙVορινε	0	
orth	ΙVορινε		
entry	INOSCULATION	0	
orth	INOSCULATION		
entry	ÏNQUIÉTUDE	0	
orth	ÏNQUIÉTUDE		
clique	ANXIÉtÉ		
entry	INSECTE	0	
orth	INSECTE		
entry	INSERTION	0	
orth	INSERTION		
entry	INSOLATION	0	
orth	INSOLATION		
entry	INSOLUBLE	0	
orth	INSOLUBLE		
entry	INSPIRATION	1	
orth	INSPIRATION		
pb	184		
entry	ÏNSTINCT	0	
orth	ÏNSTINCT		
entry	INSTIPULÉ	0	
orth	INSTIPULÉ		
entry	INSUFPLATION	0	
orth	INSUFPLATION		
entry	ÏNTACT	0	
orth	ÏNTACT		
entry	INTACTILE	0	
orth	INTACTILE		
entry	INTÉGRAL	0	
orth	INTÉGRAL		
entry	ÏNTÉGRANT	0	
orth	ÏNTÉGRANT		
entry	InTELLeCT-	0	
orth	InTELLeCT-		
clique			
entry	InTemPÉrANCe	0	
orth	InTemPÉrANCe		
entry	ÏNTEMPÉRIE	0	
orth	ÏNTEMPÉRIE		
entry	INTENSE	0	
orth	INTENSE		
entry	ÏNTENSION	0	
orth	ÏNTENSION		
entry	ÏNTERCADANT	0	
orth	ÏNTERCADANT		
clique			
entry	INTERCALAIRE	0	
orth	INTERCALAIRE		
entry	INTERCLAVICULAIRE	0	
orth	INTERCLAVICULAIRE		
entry	INTERCURRENT	0	
orth	INTERCURRENT		
entry	INTBR-ÉPINEUX	1	
orth	INTBR-ÉPINEUX		
pb	185		
entry	INTERLOBULAIRE	0	
orth	INTERLOBULAIRE		
entry	INTERMÈDE	0	
orth	INTERMÈDE		
entry	INTERMISSION	0	
orth	INTERMISSION		
entry	ÏNTERMITTENCE	0	
orth	ÏNTERMITTENCE		
entry	INTERMITTENT	0	
orth	INTERMITTENT		
entry	INTERMUSCULAIRE	0	
orth	INTERMUSCULAIRE		
entry	INTER-OSSEUX	0	
orth	INTER-OSSEUX		
entry	INTERROMPU	0	
orth	INTERROMPU		
entry	INTERSECTION	0	
orth	INTERSECTION		
entry	INTERVERTÉBRAL	0	
orth	INTERVERTÉBRAL		
entry	INTESTIN OU BOYAU	1	
orth	INTESTIN OU BOYAU		
pb	186		
entry	INTESTIN	0	
orth	INTESTIN		
entry	INTESTINAL	0	
orth	INTESTINAL		
entry	ÏNTIGÉ	0	
orth	ÏNTIGÉ		
entry	INTORSION	0	
orth	INTORSION		
entry	INTROMISSION	0	
orth	INTROMISSION		
entry	I N TUMFSCENCE	0	
orth	I N TUMFSCENCE		
entry	INTUS-SUSCEPTION	0	
orth	INTUS-SUSCEPTION		
entry	ÎNVERSE	0	
orth	ÎNVERSE		
entry	ÏNVERTÉBRÉ	0	
orth	ÏNVERTÉBRÉ		
entry	INVOUUCELLE	0	
orth	INVOUUCELLE		
entry	ÏNVOLUCRE	0	
orth	ÏNVOLUCRE		
entry	INVOLUTÉ	0	
orth	INVOLUTÉ		
entry	INVULNÉRABLE	0	
orth	INVULNÉRABLE		
entry	IRIDIUM	0	
orth	IRIDIUM		
entry	Ims	1	
orth	Ims		
pb	187		
entry	IRRITABILITÉ	0	
orth	IRRITABILITÉ		
entry	ÏSAGONE	0	
orth	ÏSAGONE		
entry	ISCÎIIADIQUE	0	
orth	ISCÎIIADIQUE		
clique			
entry	ISCHIO-CAVERNEUN	0	
orth	ISCHIO-CAVERNEUN		
entry	IsCHïo-COCCYGIEN	0	
orth	IsCHïo-COCCYGIEN		
entry	IscBIGN	0	
orth	IscBIGN		
entry	ISCHIO-PECTINÉ	0	
orth	ISCHIO-PECTINÉ		
entry	JscHURÉTIQUE	0	
orth	JscHURÉTIQUE		
entry	IsCHURIE	0	
orth	IsCHURIE		
entry	IsoCÉLe ou JsosCÈLE	0	
orth	IsoCÉLe ou JsosCÈLE		
entry	IsoCHRONE	0	
orth	IsoCHRONE		
entry	IsomÉRIE	0	
orth	IsomÉRIE		
entry	TsoPÉRIMÈTRE	0	
orth	TsoPÉRIMÈTRE		
entry	IsTHME	0	
orth	IsTHME		
entry	ÏTYPHALE	0	
orth	ÏTYPHALE		
entry	FVOIRE	0	
orth	FVOIRE		
entry	J	0	
orth	J		
entry	Jαβοτ	1	
orth	Jαβοτ		
pb	188		
entry	JACULATOIRE	0	
orth	JACULATOIRE		
entry	JADE ou JADIEN	0	
orth	JADE ou JADIEN		
entry	JALAP	0	
orth	JALAP		
entry	JAMBE	0	
orth	JAMBE		
entry	JAMBIER	0	
orth	JAMBIER		
entry	JAÎIRET	0	
orth	JAÎIRET		
entry	JASPE	0	
orth	JASPE		
entry	JAUNIssE	0	
orth	JAUNIssE		
entry	JAYET ou JAIS	0	
orth	JAYET ou JAIS		
entry	JÉCORAÏRE	0	
orth	JÉCORAÏRE		
entry	JECTIGATION	0	
orth	JECTIGATION		
entry	JÉjUNUM	1	
orth	JÉjUNUM		
pb	189		
entry	JOINTURE	0	
orth	JOINTURE		
entry	JOUE	0	
orth	JOUE		
entry	JOURS DE MÉDECINE	0	
orth	JOURS DE MÉDECINE		
entry	JUGEMENT	0	
orth	JUGEMENT		
entry	JUGULAIRE	0	
orth	JUGULAIRE		
entry	JULEP	0	
orth	JULEP		
entry	JUMART	0	
orth	JUMART		
entry	JUMKAU	0	
orth	JUMKAU		
entry	JUPITER	0	
orth	JUPITER		
entry	JUSQUIAME	0	
orth	JUSQUIAME		
entry	JUNTAPOSITION	0	
orth	JUNTAPOSITION		
entry	K	0	
orth	K		
entry	ÎLÉRATÔGLOSSE	0	
orth	ÎLÉRATÔGLOSSE		
entry	KÉR ATOPH YLLE 0U KÉRATOPHYLLON	0	
orth	KÉR ATOPH YLLE 0U KÉRATOPHYLLON		
entry	KeRMÈs	0	
orth	KeRMÈs		
entry	KtASTRE 011 plutôt CHIASTRE	0	
orth	KtASTRE 011 plutôt CHIASTRE		
entry	KhogkAMME	1	
orth	KhogkAMME		
pb	190		
entry	KILOLITRE	0	
orth	KILOLITRE		
clique	LlTRE		
entry	KILOMÉTRE	0	
orth	KILOMÉTRE		
entry	KYNANCIE	0	
orth	KYNANCIE		
entry	KYSTE	0	
orth	KYSTE		
entry	KYSTIOTOMIE	0	
orth	KYSTIOTOMIE		
entry	Ï^ysTITOme	0	
orth	Ï^ysTITOme		
entry	L	0	
orth	L		
entry	TjAbiaL	0	
orth	TjAbiaL		
entry	LABIÉ	0	
orth	LABIÉ		
entry	LABORATOIRE	0	
orth	LABORATOIRE		
entry	LABYRINTHE	0	
orth	LABYRINTHE		
entry	LACINIÉ	0	
orth	LACINIÉ		
entry	LACIs	0	
orth	LACIs		
entry	L ACQ ou L AQ	0	
orth	L ACQ ou L AQ		
entry	LACRYMAL	0	
orth	LACRYMAL		
entry	LACTATE	0	
orth	LACTATE		
entry	LACTÉ	0	
orth	LACTÉ		
entry	LACTIFÈRE	0	
orth	LACTIFÈRE		
entry	LACTIPHAGE	0	
orth	LACTIPHAGE		
entry	LACUNE	0	
orth	LACUNE		
entry	LACUSTRAL	0	
orth	LACUSTRAL		
entry	LADANUM	1	
orth	LADANUM		
pb	191		
entry	LADRE	0	
orth	LADRE		
entry	LAGOMYS	0	
orth	LAGOMYS		
entry	LAGOPHTHALMIE	0	
orth	LAGOPHTHALMIE		
entry	LAGOPUS ou LAGOPE	0	
orth	LAGOPUS ou LAGOPE		
entry	LAtNE	0	
orth	LAtNE		
entry	LAtT	0	
orth	LAtT		
entry	LAITEUN	0	
orth	LAITEUN		
entry	LAMRDOÏDE	0	
orth	LAMRDOÏDE		
entry	LAME	0	
orth	LAME		
entry	LAMELLÉ	0	
orth	LAMELLÉ		
entry	LAAIELLEUN	0	
orth	LAAIELLEUN		
entry	LAMPYRE	0	
orth	LAMPYRE		
entry	LANCÉOLÉ	0	
orth	LANCÉOLÉ		
entry	LANCETTE	0	
orth	LANCETTE		
entry	LANGÜE	0	
orth	LANGÜE		
entry	LxîiaUKüR	1	
orth	LxîiaUKüR		
pb	192		
entry	LANIFÉRB	0	
orth	LANIFÉRB		
entry	LANUGINEUN	0	
orth	LANUGINEUN		
entry	LAQUE	0	
orth	LAQUE		
entry	LARME	0	
orth	LARME		
entry	LARMOIEMENT	0	
orth	LARMOIEMENT		
entry	LARVE	0	
orth	LARVE		
entry	LARYNOÉ	0	
orth	LARYNOÉ		
clique	LAR		
entry	T AR YNGOGR ΑΡΠΙΕ	0	
orth	T AR YNGOGR ΑΡΠΙΕ		
entry	LABYNCOLOGIE	0	
orth	LABYNCOLOGIE		
entry	LARŸNGOTOMIE	0	
orth	LARŸNGOTOMIE		
entry	LARYNN	0	
orth	LARYNN		
entry	LATIROSTRE	0	
orth	LATIROSTRE		
entry	LATITUDE	1	
orth	LATITUDE		
pb	193		
entry	LAVE3IENT	0	
orth	LAVE3IENT		
entry	LANATIF	0	
orth	LANATIF		
entry	LAxrrÉ	0	
orth	LAxrrÉ		
entry	LAZULITHE	0	
orth	LAZULITHE		
entry	LEGUME	0	
orth	LEGUME		
entry	LÉGUMINEUN	0	
orth	LÉGUMINEUN		
entry	LbMME	0	
orth	LbMME		
entry	LÉNITIf	0	
orth	LÉNITIf		
entry	LeNTICULAIRE otl LENTICULÉ	0	
orth	LeNTICULAIRE otl LENTICULÉ		
entry	LeNTILLE	0	
orth	LeNTILLE		
entry	LÉONTIASIS	0	
orth	LÉONTIASIS		
entry	LEONTOPÉTALON	0	
orth	LEONTOPÉTALON		
entry	LÉOpÂRD	0	
orth	LÉOpÂRD		
entry	LÉPADOGASTÈRE	0	
orth	LÉPADOGASTÈRE		
entry	LEPAS	0	
orth	LEPAS		
entry	LÉPIDOïDE	0	
orth	LÉPIDOïDE		
entry	LÉPIDOPTÈRES	0	
orth	LÉPIDOPTÈRES		
entry	LÉPIDOSARGOME	0	
orth	LÉPIDOSARGOME		
entry	LEPRE 011 GADRERIE	1	
orth	LEPRE 011 GADRERIE		
pb	194		
entry	LÉPREUN	0	
orth	LÉPREUN		
entry	LÉPROSERIE	0	
orth	LÉPROSERIE		
clique			
entry	LESSIVE	0	
orth	LESSIVE		
entry	LÉTIlARGIE	0	
orth	LÉTIlARGIE		
entry	LÉTHARGIQUE	0	
orth	LÉTHARGIQUE		
entry	LEUCÉ	0	
orth	LEUCÉ		
entry	LEUCITE	0	
orth	LEUCITE		
entry	LEUCOLITHE	0	
orth	LEUCOLITHE		
entry	LEUCOFLEOMATIE	0	
orth	LEUCOFLEOMATIE		
entry	LEUCOME	0	
orth	LEUCOME		
entry	LEUCORRHÉE	1	
orth	LEUCORRHÉE		
pb	195		
entry	LevAIN	0	
orth	LevAIN		
entry	LevIER	0	
orth	LevIER		
entry	LÉVIGATION	0	
orth	LÉVIGATION		
entry	LÉVIROSTRE	0	
orth	LÉVIROSTRE		
entry	LÈVRES	0	
orth	LÈVRES		
entry	LENIcoN	0	
orth	LENIcoN		
entry	LIBANOTIS	0	
orth	LIBANOTIS		
entry	LIBER	0	
orth	LIBER		
entry	LIBIDINEUN	0	
orth	LIBIDINEUN		
entry	LICHEN	0	
orth	LICHEN		
entry	LIE	0	
orth	LIE		
entry	LIGA3IENT	0	
orth	LIGA3IENT		
entry	LIGAMENTEUX	0	
orth	LIGAMENTEUX		
entry	LIG-ATURE	1	
orth	LIG-ATURE		
pb	196		
entry	ΕIονε	0	
orth	ΕIονε		
entry	LIGNEUX	0	
orth	LIGNEUX		
entry	LIGNITE	0	
orth	LIGNITE		
entry	LIGNIVORE	0	
orth	LIGNIVORE		
entry	LIGNUODE	0	
orth	LIGNUODE		
clique	PULIGINEUN		
entry	LILIACÉEs	0	
orth	LILIACÉEs		
entry	LILIUM	0	
orth	LILIUM		
entry	LIMAçoN	0	
orth	LIMAçoN		
entry	LIMANCHIE	0	
orth	LIMANCHIE		
entry	LIrMBE	0	
orth	LIrMBE		
entry	LIMOCTONIE	0	
orth	LIMOCTONIE		
entry	LIIVuvN'	0	
orth	LIIVuvN'		
entry	LIMONEUX	0	
orth	LIMONEUX		
entry	LIMPIDE	0	
orth	LIMPIDE		
entry	LIN	0	
orth	LIN		
entry	LINGUAL	0	
orth	LINGUAL		
entry	LINIMENT	1	
orth	LINIMENT		
pb	197		
entry	LION	0	
orth	LION		
entry	LIPAROCÉLE	0	
orth	LIPAROCÉLE		
entry	LIPOME	0	
orth	LIPOME		
entry	LIPOPSYCHIE	0	
orth	LIPOPSYCHIE		
clique			
entry	LIPOTHYMIE	0	
orth	LIPOTHYMIE		
entry	LIPPITUDE	0	
orth	LIPPITUDE		
entry	LIPYRIE	0	
orth	LIPYRIE		
entry	LIQUATION	0	
orth	LIQUATION		
entry	LIQUBFACTIOK	0	
orth	LIQUBFACTIOK		
entry	LIQUEUR	0	
orth	LIQUEUR		
entry	LIQUmE	0	
orth	LIQUmE		
entry	LITHAGOGUE	0	
orth	LITHAGOGUE		
entry	LITHARGE	0	
orth	LITHARGE		
entry	ΓIΙΤηια8ιε	0	
orth	ΓIΙΤηια8ιε		
entry	Ιατηιατε	0	
orth	Ιατηιατε		
clique	URATE		
entry	LITHtQUE	0	
orth	LITHtQUE		
entry	LITHOGRAPHIE	0	
orth	LITHOGRAPHIE		
entry	LITHOLAEE	0	
orth	LITHOLAEE		
entry	ΕIτηοεοοιε	0	
orth	ΕIτηοεοοιε		
entry	LITHONTRIPTIQUE	1	
orth	LITHONTRIPTIQUE		
pb	198		
entry	LITHOPHAGE	0	
orth	LITHOPHAGE		
entry	LITHOPHYTE	0	
orth	LITHOPHYTE		
entry	LITHOTOME	0	
orth	LITHOTOME		
entry	LITHOTOMIE	0	
orth	LITHOTOMIE		
entry	LITRE	0	
orth	LITRE		
entry	LIVRE	0	
orth	LIVRE		
entry	LIVRET OU LIBER	0	
orth	LIVRET OU LIBER		
entry	LINIVIATION	0	
orth	LINIVIATION		
entry	LIXIVIEL	0	
orth	LIXIVIEL		
entry	LOBE	0	
orth	LOBE		
entry	LObÉ	0	
orth	LObÉ		
entry	LOBULE	0	
orth	LOBULE		
entry	LOCHIES	0	
orth	LOCHIES		
entry	LOCOMOTION	0	
orth	LOCOMOTION		
entry	LOGARITHME	0	
orth	LOGARITHME		
entry	LOGIQUE	1	
orth	LOGIQUE		
pb	199		
entry	LOGOMACIIIE	0	
orth	LOGOMACIIIE		
entry	LOMEAIPE	0	
orth	LOMEAIPE		
entry	LOMEES	0	
orth	LOMEES		
entry	LOMBRIC	0	
orth	LOMBRIC		
entry	LOMBRICAL	0	
orth	LOMBRICAL		
entry	LUNCHITE	0	
orth	LUNCHITE		
entry	LCNGIMÉTRIE	0	
orth	LCNGIMÉTRIE		
entry	LONGIROSTRE	0	
orth	LONGIROSTRE		
entry	LONGITUDE	0	
orth	LONGITUDE		
entry	LOk ou LOoK	0	
orth	LOk ou LOoK		
entry	LCRDOSE	0	
orth	LCRDOSE		
entry	LOTION	0	
orth	LOTION		
entry	LOTISSAGE	0	
orth	LOTISSAGE		
entry	LOUP	0	
orth	LOUP		
entry	LOU-PE	0	
orth	LOU-PE		
entry	LOzANGE	1	
orth	LOzANGE		
