@xml:id	orth
impétigineux	IMPÉTIGINEUX
impétigo	IMPÉTIGO
impetum_faciens	IMPETUM FACIENS
implantation	IMPLANTATION
imprégnation	IMPRÉGNATION
impressibilité	IMPRESSIBILITÉ
impressible	IMPRESSIBLE
impressif	IMPRESSIF
impression	IMPRESSION
impressionnabilité	IMPRESSIONNABILITÉ
impressionnable	IMPRESSIONNABLE
impubère	IMPUBÈRE
impuissance	IMPUISSANCE
impulsif	IMPULSIF
impulsion	IMPULSION
inamovible	INAMOVIBLE
inanimé	INANIMÉ
inanitiation	INANITIATION
inanition	INANITION
inappétence	INAPPÉTENCE
inarticulé	INARTICULÉ
inauration	INAURATION
incantation	INCANTATION
iincapacité	IINCAPACITÉ
incarcération	INCARCÉRATION
incarcéré	INCARCÉRÉ
incarnatif	INCARNATIF
incarnatifs	INCARNATIFS
incarnation	INCARNATION
incendiaire	INCENDIAIRE
incération	INCÉRATION
incidence	INCIDENCE
incinération	INCINÉRATION
inciseur	INCISEUR
incisif	INCISIF
incisifs	INCISIFS
incision	INCISION
incisive	INCISIVE
incisure	INCISURE
incitabilité	INCITABILITE
incitant	INCITANT
incitation	INCITATION
incito-moteur	INCITO-MOTEUR
incito-motricité	INCITO-MOTRICITÉ
inclinaison	INCLINAISON
inclination	INCLINATION
inclusion	INCLUSION
incoercibilité	INCOERCIBILITÉ
incoercible	INCOERCIBLE
incohérence	INCOHÉRENCE
incombustibilité	INCOMBUSTIBILITÉ
incombùstible	INCOMBÙSTIBLE
incompatibilité	INCOMPATIBILITÉ
incompatible	INCOMPATIBLE
incompressibilité	INCOMPRESSIBILITÉ
incompressible	INCOMPRESSIBLE
inconscient	INCONSCIENT
incontinence	INCONTINENCE
incorporation	INCORPORATION
incrassants	INCRASSANTS
incrassation	INCRASSATION
incrément	INCRÉMENT
incrémentitiel	INCRÉMENTITIEL
incrémentitiel	ELLE
incrustation	INCRUSTATION
incubation	INCUBATION
incube	INCUBE
incurabilité	INCURABILITÉ
incurable	INCURABLE
incurable2	INCURABLE
incurvation	INCURVATION
index	INDEX
indican	INDICAN
indican	INDICANE
indicanurie	INDICANURIE
indicateur	INDICATEUR
indication	INDICATION
indice	INDICE
indien	INDIEN
indifférence	INDIFFÉRENCE
indifférent	INDIFFÉRENT
indifulvine	INDIFULVINE
indifuscine	INDIFUSCINE
indigène	INDIGÈNE
indigeste	INDIGESTE
indigestion	INDIGESTION
indiglycine	INDIGLYCINE
indigo	INDIGO
indigotier	INDIGOTIER
indigotine	INDIGOTINE
indigotique	INDIGOTIQUE
indihumine	INDIHUMINE
indihumine	INDÎRÈTINE
indihumine	INDIRUBINE
indirect	INDIRECT
indisine	INDISINE
indisposition	INDISPOSITION
indissolubilité	INDISSOLUBILITÉ
indissoluble	INDISSOLUBLE
indium	INDIUM
individu	INDIVIDU
individualisation	INDIVIDUALISATION
individualisme	INDIVIDUALISME
individualité	INDIVIDUALITÉ
indol	INDOL
indolent	INDOLENT
indou	INDOU
indoxylsulfate	INDOXYLSULFATE
inducteur	INDUCTEUR
inductif	INDUCTIF
induction	INDUCTION
induit	INDUIT
induration	INDURATION
induré	INDURÉ
inédiat	INÉDIAT
inédie	INÉDIE
inée	INÉE
inégal	INÉGAL
inerme	INERME
inerte	INERTE
inertie	INERTIE
infanticide	INFANTICIDE
infantile	INFANTILE
infantilisme	INFANTILISME
infarction	INFARCTION
infarctus	INFARCTUS
infécond	INFÉCOND
infécond	ONDE
infectant	INFECTANT
infecté	INFECTÉ
infectieux	INFECTIEUX
infection	INFECTION
infectiosité	INFECTIOSITÉ
inférieur	INFÉRIEUR
inférieur	EURE
infernale	INFERNALE
infestation	INFESTATION
infibulation	INFIBULATION
infiltration	INFILTRATION
infiltré	INFILTRÉ
infinitoviste	INFINITOVISTE
infirmerie	INFIRMERIE
infirmier	INFIRMIER
infirmité	INFIRMITÉ
inflammation	INFLAMMATION
inflammatoire	INFLAMMATOIRE
inflation	INFLATION
inflexion	INFLEXION
influence	INFLUENCE
influenza	INFLUENZA
influx	INFLUX
inframastite	INFRAMASTITE
infundibulum	INFUNDIBULUM
infuse	INFUSE
infuse	INFUSUM
infusion	INFUSION
infusoir	INFUSOIR
infusoires	INFUSOIRES
inga	INGA
ingesta	INGESTA
ingestion	INGESTION
ingoggo	INGOGGO
ingrassial	INGRASSIAL
ingrassias	INGRASSIAS
ingrédient	INGRÉDIENT
inguinal	INGUINAL
inguino-abdominal	INGUINO-ABDOMINAL
inguino-crural	INGUINO-CRURAL
inguino-cutané	INGUINO-CUTANÉ
inhalateur	INHALATEUR
inhalation	INHALATION
inhibition	INHIBITION
inhibitoire	INHIBITOIRE
inhumation	INHUMATION
inial	INIAL
iniaque	INIAQUE
iniencéphale	INIENCÉPHALE
iniodyme	INIODYME
iniofacial	INIOFACIAL
inion	INION
iniope	INIOPE
injecté	INJECTÉ
injection	INJECTION
inné	INNÉ
innéité	INNÉITÉ
innervable	INNERVABLE
innervation	INNERVATION
innerver	INNERVER
innominé	INNOMINÉ
innsbruck	INNSBRUCK
inoculabilitê	INOCULABILITÊ
inoculable	INOCULABLE
inoculation	INOCULATION
inodore	INODORE
inodulaire	INODULAIRE
inogène	INOGÈNE
inopexie	INOPEXIE
inorganique	INORGANIQUE
inosate	INOSATE
inoscopie	INOSCOPIE
inosculation	INOSCULATION
inosine	INOSINE
inosique	INOSIQUE
inosite	INOSITE
inostéatome	INOSTÉATOME
inosurie	INOSURIE
inosurie	INOSITURIE
inotagme	INOTAGME
inquiétude	INQUIÉTUDE
inquiné	INQUINÉ
insalivation	INSALIVATION
insalubre	INSALUBRE
insalubrité	INSALUBRITÉ
insanité	INSANITÉ
inscription	INSCRIPTION
insectes	INSECTES
insecticide	INSECTICIDE
insénescence	INSÉNESCENCE
insensibilisateur	INSENSIBILISATEUR
insensibilisation	INSENSIBILISATION
insensibilité	INSENSIBILITÉ
insensible	INSENSIBLE
inséré	INSÉRÉ
insertion	INSERTION
insexé	INSEXÉ
insidieux	INSIDIEUX
insinglass	INSINGLASS
insipide	INSIPIDE
insolation	INSOLATION
insolubilité	INSOLUBILITÉ
insoluble	INSOLUBLE
insomnie	INSOMNIE
inspecteur	INSPECTEUR
inspection	INSPECTION
inspirateur	INSPIRATEUR
inspiration	INSPIRATION
inspissation	INSPISSATION
instable	INSTABLE
instauration	INSTAURATION
instillation	INSTILLATION
instinct	INSTINCT
instinctif	INSTINCTIF
instruction	INSTRUCTION
instrument	INSTRUMENT
insufficientisme	INSUFFICIENTISME
insufficientiste	INSUFFICIENTISTE
insuffisance	INSUFFISANCE
insuffisant	INSUFFISANT
insufflation	INSUFFLATION
insula_de_re_reil	INSULA DE RE REIL
intactile	INTACTILE
intellect	INTELLECT
intellectif	INTELLECTIF
intellectuel	INTELLECTUEL
intellectuel	ELLE
intelligence	INTELLIGENCE
intempérance	INTEMPÉRANCE
intempérie	INTEMPÉRIE
intense	INTENSE
intensité	INTENSITÉ
intention	INTENTION
interannulaire	INTERANNULAIRE
interapophysaire	INTERAPOPHYSAIRE
interarticulaire	INTERARTICULAIRE
interaryténoïdien	INTERARYTÉNOÏDIEN
interauriculaire	INTERAURICULAIRE
intercadence	INTERCADENCE
intercadent	INTERCADENT
intercalaire	INTERCALAIRE
intercapillaire	INTERCAPILLAIRE
intercarotidien	INTERCAROTIDIEN
intercartilagineux	INTERCARTILAGINEUX
intercellulaire	INTERCELLULAIRE
interception	INTERCEPTION
intercervical	INTERCERVICAL
interchromatique	INTERCHROMATIQUE
interclaviculaire	INTERCLAVICULAIRE
intercolumnaire	INTERCOLUMNAIRE
intercondylien	INTERCONDYLIEN
intercostal	INTERCOSTAL
intercunéen	INTERCUNÉEN
intercunéen	ENNE
intercurrent	INTERCURRENT
intercutané	INTERCUTANÉ
interdiction	INTERDICTION
interdigital	INTERDIGITAL
interépineux	INTERÉPINEUX
interépithélial	INTERÉPITHÉLIAL
interfasciculaire	INTERFASCICULAIRE
interférence	INTERFÉRENCE
interlatèricostal	INTERLATÈRICOSTAL
interlobaire	INTERLOBAIRE
interlobaire	INTERLOBULAIRE
intermaxillaire	INTERMAXILLAIRE
intermède	INTERMÈDE
intermédiaire	INTERMÉDIAIRE
intermètacarpien	INTERMÈTACARPIEN
intermètacarpien	ENNE
intermission	INTERMISSION
intermittence	INTERMITTENCE
intermittent	INTERMITTENT
intermusculaire	INTERMUSCULAIRE
interne	INTERNE
interne2	INTERNE
interorganique	INTERORGANIQUE
interosseux	INTEROSSEUX
interpapillaire	INTERPAPILLAIRE
interpariétal	INTERPARIÉTAL
interpédonculaire	INTERPÉDONCULAIRE
interplévricostal	INTERPLÉVRICOSTAL
interposition	INTERPOSITION
interrogation	INTERROGATION
interrompu	INTERROMPU
interrupteur	INTERRUPTEUR
interscapulaire	INTERSCAPULAIRE
intersection	INTERSECTION
interstice	INTERSTICE
interstitiel	INTERSTITIEL
interstitiel	ELLE
intertrachélien	INTERTRACHÉLIEN
intertransversaire	INTERTRANSVERSAIRE
intertrigineux	INTERTRIGINEUX
intertrigo	INTERTRIGO
interutérô-placentaire	INTERUTÉRÔ-PLACENTAIRE
interventriculaire	INTERVENTRICULAIRE
intervertébral	INTERVERTÉBRAL
intestin	INTESTIN
intestin2	INTESTIN
intestinal	INTESTINAL
intimité	INTIMITÉ
intolérance	INTOLÉRANCE
intolérant	INTOLÉRANT
intoxication	INTOXICATION
intra-abdominal	INTRA-ABDOMINAL
intra-arachnoïdien	INTRA-ARACHNOÏDIEN
intra-arachnoïdien	ENNE
intracapsulaire	INTRACAPSULAIRE
intracardiaque	INTRACARDIAQUE
intracarotidien	INTRACAROTIDIEN
intracervical	INTRACERVICAL
intrahépatique	INTRAHÉPATIQUE
intralobulaire	INTRALOBULAIRE
intramusculaire	INTRAMUSCULAIRE
intrapéritonéal	INTRAPÉRITONÉAL
intrapleural	INTRAPLEURAL
intrarachidien	INTRARACHIDIEN
intrarachidien	ENNE
intrathoracique	INTRATHORACIQUE
intratympanique	INTRATYMPANIQUE
intra-utérin	INTRA-UTÉRIN
intra-utriculaire	INTRA-UTRICULAIRE
intravaginal	INTRAVAGINAL
intravasculaire	INTRAVASCULAIRE
intravertébral	INTRAVERTÉBRAL
intrinsèque	INTRINSÈQUE
intromission	INTROMISSION
intropelvimètre	INTROPELVIMÈTRE
introrsion	INTRORSION
intumescence	INTUMESCENCE
intumescent	INTUMESCENT
intussusception	INTUSSUSCEPTION
inuline	INULINE
inulique	INULIQUE
inunctiôn	INUNCTIÔN
inustion	INUSTION
invagination	INVAGINATION
invaginé	INVAGINÉ
invasion	INVASION
invention	INVENTION
inversion	INVERSION
invétéré	INVÉTÉRÉ
invigoration	INVIGORATION
inviscant	INVISCANT
inviscant	ANTÊ
inviscation	INVISCATION
involontaire	INVOLONTAIRE
involution	INVOLUTION
iodal	IODAL
iodalose	IODALOSE
iodamyle	IODAMYLE
iode	IODE
iodé	IODÉ
jodéthyle	JODÉTHYLE
iodéthylformine	IODÉTHYLFORMINE
iodhydrargyrate	IODHYDRARGYRATE
iodhydrate	IODHYDRATE
iodhydrine	IODHYDRINE
iodhydrique	IODHYDRIQUE
iodide	IODIDE
iodine	IODINE
iodipin	IODIPIN
iodique	IODIQUE
iodisme	IODISME
iodobenzoyle	IODOBENZOYLE
iodocaoutchine	IODOCAOUTCHINE
iodocaséine	IODOCASÉINE
iodochlorure	IODOCHLORURE
iodocinchonine	IODOCINCHONINE
iodocodéine	IODOCODÉINE
iodoforme	IODOFORME
iodoformine	IODOFORMINE
iodognosie	IODOGNOSIE
iodokakodyle	IODOKAKODYLE
iodol	IODOL
iodomèthé	IODOMÈTHÉ
iodométhyle	IODOMÉTHYLE
iodométrie	IODOMÉTRIE
iodomorphine	IODOMORPHINE
iodophénine	IODOPHÉNINE
iodophtisie	IODOPHTISIE
iodotannique	IODOTANNIQUE
iodothérapie	IODOTHÉRAPIE
iodothyrine	IODOTHYRINE
iodure	IODURE
ioduré	IODURÉ
ion	ION
ionide	IONIDE
iophobie	IOPHOBIE
iotacisme	IOTACISME
ipécacuanha	IPÉCACUANHA
ipécacuanhique	IPÉCACUANHIQUE
ipécacuanhique	IPÉCUANHIQUE
ipo	IPO
ipomée	IPOMÉE
iridaréosis	IRIDARÉOSIS
iridauxésis	IRIDAUXÉSIS
iridauxésis	IRIDONCOSE
iridectomédialyse	IRIDECTOMÉDIALYSE
iridectomie	IRIDECTOMIE
iridelcosis	IRIDELCOSIS
iridenclise	IRIDENCLISE
iridenclise	IRIDENCLEISIS
iridérémie	IRIDÉRÉMIE
iridescent	IRIDESCENT
jbidésis	JBIDÉSIS
iridien	IRIDIEN
iridien	ENNE
iridin	IRIDIN
iridique	IRIDIQUE
iridite	IRIDITE
iridium	IRIDIUM
iridocèle	IRIDOCÈLE
irido-choroïdite	IRIDO-CHOROÏDITE
iridocolobome	IRIDOCOLOBOME
iridodésis	IRIDODÉSIS
iridodialyse	IRIDODIALYSE
iridoncose	IRIDONCOSE
iridoptose	IRIDOPTOSE
iridorrhexie	IRIDORRHEXIE
iridoschisma	IRIDOSCHISMA
iridotomédialyse	IRIDOTOMÉDIALYSE
iridotomie	IRIDOTOMIE
irien	IRIEN
irine	IRINE
iris	IRIS
iris2	IRIS
irisation	IRISATION
irisé	IRISÉ
irisine	IRISINE
irisopsie	IRISOPSIE
iritique	IRITIQUE
iritis	IRITIS
irradiation	IRRADIATION
irréductible	IRRÉDUCTIBLE
irrégulier	IRRÉGULIER
irrégulier	IÈRE
irréinoculabilité	IRRÉINOCULABILITÉ
irrésistible	IRRÉSISTIBLE
irrespirable	IRRESPIRABLE
irrigateur	IRRIGATEUR
irrigation	IRRIGATION
irritabilité	IRRITABILITÉ
irritable	IRRITABLE
irritant	IRRITANT
irritation	IRRITATION
isadelphe	ISADELPHE
isadelphie	ISADELPHIE
isatine	ISATINE
isatis	ISATIS
ischémie	ISCHÉMIE
ischia	ISCHIA
ischiadelphe	ISCHIADELPHE
ischiagre	ISCHIAGRE
ischial	ISCHIAL
ischiatique	ISCHIATIQUE
ischiatocèle	ISCHIATOCÈLE
ischio-anal	ISCHIO-ANAL
ischio-caverneux	ISCHIO-CAVERNEUX
ischiocele	ISCHIOCELE
ischio-clitoridien	ISCHIO-CLITORIDIEN
ischio-clitoridien	ISCHIO-CLITORIEN
ischio-coccygien	ISCHIO-COCCYGIEN
ischio-coccygien	ENNE
ischio-fèmoral	ISCHIO-FÈMORAL
ischio-fèmoro-péronier	ISCHIO-FÈMORO-PÉRONIER
ischion	ISCHION
ischiopage	ISCHIOPAGE
ischiopagie	ISCHIOPAGIE
ischio-pênien	ISCHIO-PÊNIEN
ischio-pênien	ENNE
ischio-périnéal	ISCHIO-PÉRINÉAL
ischio-popliti-tibial	ISCHIO-POPLITI-TIBIAL
ischlo-prétibial	ISCHLO-PRÉTIBIAL
ischio-prostatique	ISCHIO-PROSTATIQUE
ischio-pubiotomie	ISCHIO-PUBIOTOMIE
ischio-pubi-prostatique	ISCHIO-PUBI-PROSTATIQUE
ischio-rectal	ISCHIO-RECTAL
ischio-sous-clitorien	ISCHIO-SOUS-CLITORIEN
ischio-sous-clitorien	ENNE
ischio-sous-trochantérien	ISCHIO-SOUS-TROCHANTÉRIEN
ischio-sous-trochantérien	ENNE
ischio-trochantérien	ISCHIO-TROCHANTÉRIEN
ischio-trochantérien	ENNE
ischio-urétral	ISCHIO-URÉTRAL
ischl	ISCHL
ischnophonie	ISCHNOPHONIE
ischnotie	ISCHNOTIE
ischoménie	ISCHOMÉNIE
ischurétique	ISCHURÉTIQUE
ischurie	ISCHURIE
isertia	ISERTIA
isochimène	ISOCHIMÈNE
isochrone	ISOCHRONE
isochronisme	ISOCHRONISME
isodique	ISODIQUE
isodynamique	ISODYNAMIQUE
isolà-bon	ISOLÀ-BON
isolant	ISOLANT
isolateur	ISOLATEUR
isolé	ISOLÉ
isolement	ISOLEMENT
isoloir	ISOLOIR
isomère	ISOMÈRE
isomèrie	ISOMÈRIE
isomérique	ISOMÉRIQUE
isomérisme	ISOMÉRISME
isomorphe	ISOMORPHE
isomorphie	ISOMORPHIE
isomorphie	ISOMORPHISME
isonandra	ISONANDRA
isopathe	ISOPATHE
isopathie	ISOPATHIE
isopelletièrine	ISOPELLETIÈRINE
isopepsine	ISOPEPSINE
isothérapie	ISOTHÉRAPIE
isothère	ISOTHÈRE
isotherme	ISOTHERME
isothermique	ISOTHERMIQUE
isotonie	ISOTONIE
isotrope	ISOTROPE
isthme	ISTHME
iticucu	ITICUCU
iule	IULE
iva	IVA
ivaïne	IVAÏNE
ivanda	IVANDA
ivette	IVETTE
ivoire	IVOIRE
ivraie	IVRAIE
ivresse	IVRESSE
ivrognerie	IVROGNERIE
ixine	IXINE
ixode	IXODE
ixodidés	IXODIDÉS
ixora	IXORA
jaborandi	JABORANDI
jaborandine	JABORANDINE
jaborine	JABORINE
jaca	JACA
jaccoud	JACCOUD
jacée	JACÉE
jackson	JACKSON
jacksonien	JACKSONIEN
jacob	JACOB
jacobson	JACOBSON
jacquemier	JACQUEMIER
jacquier	JACQUIER
jacquier	JAQUIER
jactation	JACTATION
jactation	JACTITATION
jade	JADE
jaen	JAEN
jaffé	JAFFÉ
jais	JAIS
jakabfalva	JAKABFALVA
jalap	JALAP
jalapine	JALAPINE
jalapinol	JALAPINOL
jalapinolique	JALAPINOLIQUE
jalapique	JALAPIQUE
jaleyrac	JALEYRAC
jamaicine	JAMAICINE
jamaïque	JAMAÏQUE
jambe	JAMBE
jambier	JAMBIER
jambier	IÈRE
jambier2	JAMBIER
jambon	JAMBON
jambosier	JAMBOSIER
jambul	JAMBUL
james	JAMES
jamnicza	JAMNICZA
janiceps	JANICEPS
janon	JANON
japaconine	JAPACONINE
japaconitine	JAPACONITINE
japicanga	JAPICANGA
japonique	JAPONIQUE
jaquier	JAQUIER
jaraba	JARABA
jardin	JARDIN
jarret	JARRET
jarretière	JARRETIÈRE
jarrousset	JARROUSSET
jarvis	JARVIS
jasmin	JASMIN
jastrzemb	JASTRZEMB
jaszcrorowka	JASZCROROWKA
jatropha	JATROPHA
jaune	JAUNE
jaune2	JAUNE
jaunelet	JAUNELET
jaxtfeld	JAXTFELD
jayet	JAYET
jayet	JAIS
jécoraire	JÉCORAIRE
jécoral	JÉCORAL
jécorique	JÉCORIQUE
jectigation	JECTIGATION
jeffersonia	JEFFERSONIA
jéjuno-ilèum	JÉJUNO-ILÈUM
jéjunum	JÉJUNUM
jenatz	JENATZ
jendrassik	JENDRASSIK
jennérien	JENNÉRIEN
jenzat	JENZAT
jéquirity	JÉQUIRITY
jervine	JERVINE
jetage	JETAGE
jeticucu	JETICUCU
jeticucu	ITICUCU
jeu	JEU
jeunesse	JEUNESSE
jobert	JOBERT
joffroy	JOFFROY
johanensberg	JOHANENSBERG
johannisbad	JOHANNISBAD
johnsons_springs	JOHNSONS SPRINGS
jointure	JOINTURE
jolly	JOLLY
jonc	JONC
jonction	JONCTION
jonnesco	JONNESCO
jonquhîle	JONQUHÎLE
joos	JOOS
josse	JOSSE
josse	KOSS
joubarbe	JOUBARBE
joue	JOUE
jouhe	JOUHE
jour	JOUR
judom	JUDOM
jugal	JUGAL
jugement	JUGEMENT
jugeoline	JUGEOLINE
juglandine	JUGLANDINE
jugulaire	JUGULAIRE
jujube	JUJUBE
jujubier	JUJUBIER
julep	JULEP
julienne	JULIENNE
juliushall-hartzburg	JULIUSHALL-HARTZBURG
jumeau	JUMEAU
jumeau	ELLE
jumenteux	JUMENTEUX
jumpers	JUMPERS
jungle	JUNGLE
juré	JURÉ
jurisprudence	JURISPRUDENCE
jury	JURY
jus	JUS
jusée	JUSÉE
jusquiame	JUSQUIAME
jusquiamine	JUSQUIAMINE
juvia	JUVIA
juxtaposition	JUXTAPOSITION
juzom	JUZOM
kaate	KAATE
kabardin	KABARDIN
kabbale	KABBALE
kaempférine	KAEMPFÉRINE
kaempférine	KAEMPFÉRIDE
kahler	KAHLER
kaiapha	KAIAPHA
kaieput	KAIEPUT
kaïnça	KAÏNÇA
kairine	KAIRINE
kaizenbad	KAIZENBAD
kakerlaque	KAKERLAQUE
kakodylique	KAKODYLIQUE
kaladana	KALADANA
kala-jira	KALA-JIRA
kali	KALI
kalium	KALIUM
kalmia	KALMIA
kamala	KAMALA
kanitz	KANITZ
kaolin	KAOLIN
kaposi	KAPOSI
karabè	KARABÈ
karabique	KARABIQUE
karlsdorfer	KARLSDORFER
karlsdorfer	SAUERBRUNN
karyokinèse	KARYOKINÈSE
kassu	KASSU
katran	KATRAN
kava	KAVA
kavaîne	KAVAÎNE
kawine	KAWINE
kef	KEF
kéfir	KÉFIR
kélectome	KÉLECTOME
kella	KELLA
kelly	KELLY
kéloïde	KÉLOÏDE
kelotomie	KELOTOMIE
kemmern	KEMMERN
kemoùn	KEMOÙN
kénophobie	KÉNOPHOBIE
képhalôgraphe	KÉPHALÔGRAPHE
képhalomètre	KÉPHALOMÈTRE
képhir	KÉPHIR
képhir	KÉPHYR
kératectomie	KÉRATECTOMIE
kératine	KÉRATINE
kératique	KÉRATIQUE
kératite	KÉRATITE
kératocèle	KÉRATOCÈLE
keratocone	KERATOCONE
keratodermie	KERATODERMIE
kératogène	KÉRATOGÈNE
kératoglobe	KÉRATOGLOBE
kérato-glosse	KÉRATO-GLOSSE
kérato-glosse	CÉRATO-GLOSSE
kèratoïde	KÈRATOÏDE
kératolytique	KÉRATOLYTIQUE
kératomalacie	KÉRATOMALACIE
keratome	KERATOME
kératonyxis	KÉRATONYXIS
kérato-pharyngien	KÉRATO-PHARYNGIEN
kérato-pharyngien	CÉRATO-PHARYNGIEN
kératophyte	KÉRATOPHYTE
kêratoplastie	KÊRATOPLASTIE
atoplastique	ATOPLASTIQUE
kératoscopie	KÉRATOSCOPIE
kératose	KÉRATOSE
kératosis	KÉRATOSIS
kérato-staphylin	KÉRATO-STAPHYLIN
kérato-staphylin	CÉRATO-STAPHYLIN
kératotome	KÉRATOTOME
kératotome	CÉRATOTOME
kératotomie	KÉRATOTOMIE
kéraunographique	KÉRAUNOGRAPHIQUE
kérion	KÉRION
kerkring	KERKRING
kermès	KERMÈS
kermesite	KERMESITE
kernig	KERNIG
kérosolène	KÉROSOLÈNE
kérosolène	KÉROFORME
kess	KESS
ketab	KETAB
ketmie	KETMIE
khamsin	KHAMSIN
khaya	KHAYA
kiastre	KIASTRE
kibisitome	KIBISITOME
kif	KIF
kilogramme	KILOGRAMME
ΚΙΝΑ	ΚΙΝΑ
klnanova	KLNANOVA
kinase	KINASE
kinate	KINATE
kinésie	KINÉSIE
kinésithérapie	KINÉSITHÉRAPIE
kinésodique	KINÉSODIQUE
kinétoplasma	KINÉTOPLASMA
kinine	KININE
kinique	KINIQUE
kino	KINO
kinoplasma	KINOPLASMA
kinotannique	KINOTANNIQUE
kiotome	KIOTOME
kirrhonose	KIRRHONOSE
kirsch	KIRSCH
kirsch	KIRSCHENWASSER
kirsch	KIRSCHWASSER
kis-czeg	KIS-CZEG
kis-czeg	KIS-KALAN
kislovodsk	KISLOVODSK
kissingen	KISSINGEN
kittrel	KITTREL
kittrel	SPRINGS
klausen	KLAUSEN
klebs	KLEBS
kleptomanie	KLEPTOMANIE
klinocéphalie	KLINOCÉPHALIE
klippel	KLIPPEL
klockos	KLOCKOS
klopémanie	KLOPÉMANIE
klosters	KLOSTERS
klumpke	KLUMPKE
knutwyl	KNUTWYL
kobo	KOBO
koch	KOCH
kochel	KOCHEL
kocher	KOCHER
koheuîl	KOHEUÎL
kola	KOLA
kolah	KOLAH
kölliker	KÖLLIKER
königswart	KÖNIGSWART
koot	KOOT
koplik	KOPLIK
kopp	KOPP
koprikine	KOPRIKINE
korytnica	KORYTNICA
ko-sam	KO-SAM
kosen	KOSEN
koss	KOSS
kosséine	KOSSÉINE
kosséine	KOUSSÉINE
kosséine	KWOSÉINE
kostreinitz	KOSTREINITZ
köstritz	KÖSTRITZ
koumis	KOUMIS
koumis	KOUMISS
koumis	KUMIS
koumis	TRUMIS
kouri	KOURI
koussine	KOUSSINE
kousso	KOUSSO
kovazna	KOVAZNA
kramerie	KRAMERIE
kramèrique	KRAMÈRIQUE
krankenheil	KRANKENHEIL
kraske	KRASKE
kraurosis	KRAUROSIS
krause	KRAUSE
kreosote	KREOSOTE
kreuth	KREUTH
kreysig	KREYSIG
krishaber	KRISHABER
krondorf	KRONDORF
krönlein	KRÖNLEIN
kronthal	KRONTHAL
kronthal	SODEN
krynica	KRYNICA
krystalline	KRYSTALLINE
krzeszowice	KRZESZOWICE
kubisagari	KUBISAGARI
kueni	KUENI
kuloh	KULOH
kussmaul	KUSSMAUL
kutera	KUTERA
kutera	KUTIRA
kutérine	KUTÉRINE
kwas	KWAS
kwoso	KWOSO
kwoséine	KWOSÉINE
kyanol	KYANOL
kyestéine	KYESTÉINE
kyllene	KYLLENE
kyllingia	KYLLINGIA
kyllose	KYLLOSE
kyllose	KYLLOPODIE
kymographion	KYMOGRAPHION
kyste	KYSTE
kysteux	KYSTEUX
kystique	KYSTIQUE
kystitome	KYSTITOME
kystitome	CYSTITOME
kystitomie	KYSTITOMIE
kystoptose	KYSTOPTOSE
kystotomie	KYSTOTOMIE
kythnos	KYTHNOS
lab	LAB
lab	LAB-FERMENT
la_baraquette	LA BARAQUETTE
labarraque	LABARRAQUE
labassêre	LABASSÊRE
la_bastide	LA BASTIDE
la_bauche	LA BAUCHE
labdanum	LABDANUM
labestz-biscaye	LABESTZ-BISCAYE
labial	LABIAL
labidomètre	LABIDOMÈTRE
labiées	LABIÉES
labile	LABILE
labimètre	LABIMÈTRE
labimètre	LABIDOMÈTRE
labio-glosso-laryngé	LABIO-GLOSSO-LARYNGÉ
labitome	LABITOME
laboratoire	LABORATOIRE
laburnine	LABURNINE
labyrinthe	LABYRINTHE
labyrinthiforme	LABYRINTHIFORME
labyrinthique	LABYRINTHIQUE
lac	LAC
la_caille	LA CAILLE
la_caune	LA CAUNE
lacération	LACÉRATION
lachaldette	LACHALDETTE
lacis	LACIS
lacrymal	LACRYMAL
lacrymine	LACRYMINE
lacs	LACS
lactaire	LACTAIRE
lactalbumine	LACTALBUMINE
lactate	LACTATE
lactation	LACTATION
lacté	LACTÉ
lactèine	LACTÈINE
lactescence	LACTESCENCE
lactescent	LACTESCENT
lactifère	LACTIFÈRE
lactiforme	LACTIFORME
lactifuge	LACTIFUGE
lactigène	LACTIGÈNE
lactine	LACTINE
lactiphage	LACTIPHAGE
lactique	LACTIQUE
lactobutyromètre	LACTOBUTYROMÈTRE
lactodensimètre	LACTODENSIMÈTRE
lactoglobuline	LACTOGLOBULINE
lactoline	LACTOLINE
lactophenine	LACTOPHENINE
lacto-phosphate	LACTO-PHOSPHATE
lactoprotéine	LACTOPROTÉINE
lactoscope	LACTOSCOPE
lactoscope	GALACTOSCOPE
lactose	LACTOSE
lactosurie	LACTOSURIE
lacto-variolique	LACTO-VARIOLIQUE
lactucarium	LACTUCARIUM
lactucine	LACTUCINE
lactucique	LACTUCIQUE
lactumineux	LACTUMINEUX
lacunaire	LACUNAIRE
lacune	LACUNE
lac-villers	LAC-VILLERS
ladanifère	LADANIFÈRE
ladanum	LADANUM
ladre	LADRE
ladrerie	LADRERIE
laënnec	LAËNNEC
laer	LAER
lævogyre	LÆVOGYRE
la_ferrière	LA FERRIÈRE
laforest	LAFOREST
la_gadinière	LA GADINIÈRE
lagenaria	LAGENARIA
lagéniforme	LAGÉNIFORME
lagerstrœmie	LAGERSTRŒMIE
lagmi	LAGMI
lagophtalmie	LAGOPHTALMIE
lagostome	LAGOSTOME
lahae	LAHAE
la_herse	LA HERSE
laiche	LAICHE
laid	LAID
laifour	LAIFOUR
laine	LAINE
lait	LAIT
laite	LAITE
laite	LAITANCE
